,Precio mercado SPOT Diario,Demanda programada PBF total,Generación programada PBF Turbinación bombeo,Generación programada PBF Solar térmica,Generación programada PBF Solar fotovoltaica,Generación programada PBF Saldo Portugal,Generación programada PBF Saldo Marruecos,Generación programada PBF Saldo Francia,Generación programada PBF Saldo Andorra,Generación programada PBF Residuos,Generación programada PBF Biogás,Generación programada PBF Biomasa,Generación programada PBF Carbón,Generación programada PBF Ciclo combinado,Generación programada PBF Cogeneración,Generación programada PBF Consumo bombeo,Generación programada PBF Enlace Baleares,Generación programada PBF Eólica,Generación programada PBF Nuclear,Generación programada PBF Hidráulica UGH,Generación programada PBF Hidráulica no UGH,Generación programada PBF Otros,Índice de llenado medio semanal de almacenamiento hidráulico
2021-08-25 15:00:00+00:00,116.74,30858.0,96.0,1406.3,5638.9,-1080.7,0.0,2636.0,-37.0,396.4,92.7,512.6,510.0,4333.2,3115.7,0.0,-51.0,3508.3,6918.3,2431.6,427.1,3.600000000002183,7247342.297619048
2021-08-25 16:00:00+00:00,117.47,30166.5,94.0,1265.8,4164.4,-1105.9,0.0,2636.0,-37.0,396.3,92.5,511.7,510.0,4718.6,3105.2,0.0,-51.0,3799.6,6927.3,2711.8,423.6,3.6000000000058208,7245399.071428572
2021-08-25 17:00:00+00:00,119.0,29758.1,80.0,1028.7,2102.8,-952.7,0.0,2636.0,-37.0,398.6,93.1,510.3,510.0,5564.3,3122.9,0.0,-51.0,4168.5,6935.3,3208.3,436.4,3.599999999998545,7243455.845238095
2021-08-25 18:00:00+00:00,123.72,29327.7,225.0,557.8,399.4,15.3,0.0,2636.0,-35.0,397.9,92.7,513.9,510.0,5316.1,3124.3,0.0,-51.0,4803.5,6941.3,3427.2,449.7,3.600000000002183,7241512.619047619
2021-08-25 19:00:00+00:00,129.15,29853.5,290.0,205.7,76.9,114.6,0.0,2636.0,-31.0,398.8,96.2,513.2,510.0,5296.6,3135.8,0.0,-51.0,5198.8,6943.3,4050.8,465.2,3.600000000002183,7239569.392857143
2021-08-25 20:00:00+00:00,123.84,28937.4,225.0,174.5,8.5,-88.1,0.0,2636.0,-27.0,398.2,96.0,508.0,510.0,5303.5,3141.5,0.0,-51.0,5361.1,6944.3,3334.4,458.9,3.599999999998545,7237626.166666667
2021-08-25 21:00:00+00:00,118.6,26846.9,80.0,171.2,6.4,-1111.5,0.0,2636.0,-23.0,386.1,96.1,506.3,510.0,4715.0,3137.2,0.0,-51.0,5392.9,6939.3,3006.4,445.9,3.600000000002183,7235682.94047619
2021-08-25 22:00:00+00:00,123.77,25636.3,303.0,43.1,166.4,366.8,0.0,2497.0,-20.0,395.5,95.7,509.4,510.0,4162.9,3112.3,0.0,-50.8,4163.2,6918.2,2063.0,397.0,3.599999999998545,7233739.714285715
2021-08-25 23:00:00+00:00,122.91,24290.6,303.0,15.1,166.4,30.8,0.0,2497.0,-19.0,396.4,95.9,508.8,510.0,3821.7,3114.0,0.0,-50.8,3672.3,6919.2,1920.3,385.9,3.599999999994907,7231796.488095238
2021-08-26 00:00:00+00:00,121.37,23173.4,158.0,5.1,144.0,-350.3,0.0,2497.0,-18.0,395.7,95.5,508.7,510.0,3791.8,3128.7,0.0,-50.8,3224.1,6922.2,1825.3,382.8,3.600000000002183,7229853.261904762
2021-08-26 01:00:00+00:00,120.0,22591.6,152.8,5.2,144.0,-270.1,0.0,2497.0,-18.0,396.7,95.4,507.1,510.0,3484.9,3131.8,0.0,-50.8,2883.4,6934.2,1801.6,382.8,3.600000000002183,7227910.035714285
2021-08-26 02:00:00+00:00,119.95,22386.3,78.0,5.2,144.0,-280.5,0.0,2636.0,-18.0,396.1,95.2,509.1,510.0,3485.4,3137.7,0.0,-50.8,2595.0,6937.2,1819.5,383.6,3.599999999998545,7225966.80952381
2021-08-26 03:00:00+00:00,121.01,22578.4,158.0,5.1,144.0,-295.8,0.0,2636.0,-20.0,396.8,94.8,509.7,510.0,3792.5,3141.6,0.0,-50.8,2367.8,6942.2,1859.6,383.3,3.600000000002183,7224023.583333333
2021-08-26 04:00:00+00:00,123.45,24245.5,303.0,11.1,77.3,730.0,0.0,2636.0,-24.0,396.4,93.7,509.6,510.0,4444.3,3156.7,0.0,-50.8,2115.5,6944.2,2025.3,363.6,3.599999999998545,7222080.357142857
2021-08-26 05:00:00+00:00,123.86,25688.2,303.0,28.1,86.3,762.2,0.0,2867.0,-30.0,398.2,93.1,508.8,510.0,5019.7,3186.3,0.0,-50.8,1874.9,6945.2,2771.2,411.4,3.599999999998545,7220137.130952381
2021-08-26 06:00:00+00:00,124.65,27129.6,225.0,29.1,1171.1,937.6,0.0,2377.1,-34.0,397.9,94.8,514.6,510.0,5775.6,3202.2,0.0,-50.8,1710.2,6946.2,2907.6,411.8,3.599999999998545,7218193.904761905
2021-08-26 07:00:00+00:00,123.86,28861.5,225.0,206.0,3738.9,455.5,0.0,2867.0,-20.0,396.4,95.5,515.4,510.0,5213.6,3166.0,0.0,-50.8,1480.7,6940.2,2714.0,404.5,3.599999999998545,7216250.678571428
2021-08-26 08:00:00+00:00,122.5,30097.9,196.2,1091.8,5990.5,15.1,0.0,2867.0,-21.0,396.6,95.2,515.2,510.0,4556.8,3148.7,0.0,-50.8,1419.4,6938.2,2029.6,395.8,3.599999999998545,7214307.452380952
2021-08-26 09:00:00+00:00,119.95,31060.9,160.0,1596.8,7336.3,-502.7,0.0,2867.0,-22.0,396.4,94.8,515.2,510.0,4177.2,3148.6,0.0,-50.8,1465.9,6935.2,2032.0,397.4,3.599999999998545,7212364.226190476
2021-08-26 10:00:00+00:00,120.35,31858.5,80.0,1782.6,8094.9,-507.9,0.0,2913.0,-23.0,395.7,94.9,518.9,510.0,4012.1,3139.1,0.0,-50.8,1541.6,6929.2,2026.3,398.3,3.600000000002183,7210421.0
2021-08-26 11:00:00+00:00,122.0,32462.9,80.0,1823.3,8341.2,-390.3,0.0,2913.0,-22.0,395.9,96.6,517.9,510.0,4122.2,3153.4,0.0,-58.1,1615.3,6925.2,2037.8,397.9,3.599999999998545,7208477.773809524
2021-08-26 12:00:00+00:00,122.91,32353.2,145.0,1837.4,8381.9,-456.1,0.0,2775.0,-40.0,396.1,97.1,518.4,510.0,4119.6,3150.5,0.0,-50.8,1698.6,6910.2,1959.0,397.7,3.599999999998545,7206534.547619048
2021-08-26 13:00:00+00:00,120.35,31661.8,80.0,1841.2,8098.7,-896.2,0.0,2775.0,-40.0,396.4,96.2,516.7,510.0,4061.8,3132.5,0.0,-50.8,1816.8,6910.2,2006.5,403.2,3.599999999998545,7204591.321428572
2021-08-26 14:00:00+00:00,121.43,31149.5,80.0,1841.1,7511.4,-1041.6,0.0,2775.0,-38.0,397.0,96.0,518.2,510.0,4114.9,3131.6,0.0,-50.8,1967.6,6908.2,2021.5,403.8,3.600000000002183,7202648.095238095
2021-08-26 15:00:00+00:00,120.91,30841.9,80.0,1838.5,6531.0,-1018.5,0.0,2775.0,-37.0,397.2,96.6,518.3,510.0,4161.7,3150.9,0.0,-50.8,2217.6,6929.2,2330.0,408.6,3.600000000002183,7200704.869047619
2021-08-26 16:00:00+00:00,121.37,30124.0,80.0,1753.0,4993.3,-824.0,0.0,2960.0,-19.0,397.1,96.6,517.5,510.0,4220.7,3154.2,0.0,-50.8,2626.4,6934.2,2366.5,404.7,3.599999999994907,7198761.642857143
2021-08-26 17:00:00+00:00,123.77,29692.3,238.0,1442.5,2604.6,-9.8,0.0,2960.0,-18.0,398.5,97.0,516.4,510.0,4705.9,3162.0,0.0,-50.8,2952.5,6934.2,2832.6,413.1,3.600000000002183,7196818.416666667
2021-08-26 18:00:00+00:00,125.26,29307.2,303.0,894.2,476.3,66.3,0.0,2960.0,-17.0,397.9,95.4,520.7,510.0,5204.4,3190.1,0.0,-50.8,3699.2,6938.2,3687.5,428.2,3.599999999998545,7194875.19047619
2021-08-26 19:00:00+00:00,129.81,30083.4,453.2,493.1,8.9,661.4,0.0,2960.0,-12.0,398.4,95.8,521.0,510.0,5683.4,3196.3,0.0,-50.8,3854.7,6942.2,3928.2,436.0,3.599999999998545,7192931.964285715
2021-08-26 20:00:00+00:00,127.78,29048.0,290.0,394.3,8.5,238.5,0.0,2960.0,-27.0,397.7,95.8,515.6,510.0,5345.6,3200.1,0.0,-50.8,4117.2,6942.2,3681.5,425.2,3.599999999998545,7190988.738095238
2021-08-26 21:00:00+00:00,122.94,26963.2,225.0,391.1,118.4,-278.2,0.0,2960.0,-23.0,385.7,96.0,514.3,510.0,4208.0,3197.2,0.0,-50.8,4283.6,6941.2,3060.0,421.1,3.599999999998545,7189045.511904762
2021-08-26 22:00:00+00:00,125.33,26522.4,290.0,248.7,98.6,542.9,0.0,2497.0,-20.0,398.3,93.3,503.9,510.0,4460.9,3130.5,0.0,-51.0,3808.3,6921.8,2710.2,375.4,3.600000000002183,7187102.285714285
2021-08-26 23:00:00+00:00,122.76,25220.1,225.0,247.7,98.6,-289.0,0.0,2497.0,-19.0,399.3,93.6,503.3,510.0,4338.8,3125.9,0.0,-51.0,3804.1,6923.8,2448.3,360.1,3.600000000002183,7185159.05952381
2021-08-27 00:00:00+00:00,121.07,24004.0,80.0,247.7,85.7,-375.0,0.0,2497.0,-18.0,398.6,93.2,504.7,510.0,3793.7,3127.4,0.0,-51.0,3760.0,6919.8,2069.1,357.5,3.600000000002183,7183215.833333333
2021-08-27 01:00:00+00:00,120.06,23420.9,80.0,142.7,85.6,-293.8,0.0,2497.0,-18.0,399.6,93.2,503.7,510.0,3485.0,3131.4,0.0,-51.0,3739.9,6932.8,1821.4,357.8,3.600000000002183,7181272.607142857
2021-08-27 02:00:00+00:00,119.91,23124.3,0.0,114.7,85.7,-465.4,0.0,2636.0,-18.0,399.1,93.2,505.1,510.0,3331.7,3137.4,0.0,-51.0,3717.2,6935.8,1830.5,358.7,3.599999999998545,7179329.380952381
2021-08-27 03:00:00+00:00,119.91,23296.9,0.0,79.7,85.7,-372.1,0.0,2636.0,-20.0,399.8,92.6,505.7,510.0,3333.5,3141.8,0.0,-51.0,3676.0,6933.8,1983.5,358.3,3.600000000002183,7177386.154761905
2021-08-27 04:00:00+00:00,120.41,24908.8,160.0,28.7,39.5,166.8,0.0,2636.0,-24.0,401.8,91.6,505.6,510.0,3895.0,3152.7,0.0,-51.0,3498.0,6930.8,2619.4,344.3,3.599999999998545,7175442.928571428
2021-08-27 05:00:00+00:00,122.0,26200.9,160.0,23.7,87.8,270.0,0.0,2682.0,-30.0,401.1,90.8,503.8,510.0,4976.4,3116.4,0.0,-51.0,3271.4,6946.8,2851.9,386.2,3.600000000002183,7173499.702380952
2021-08-27 06:00:00+00:00,122.67,27734.8,225.0,23.7,1287.3,325.5,0.0,2682.0,-35.0,401.0,92.5,511.5,510.0,5330.3,3151.9,0.0,-51.0,2789.5,6945.8,3144.1,397.1,3.6000000000058208,7171556.476190476
2021-08-27 07:00:00+00:00,121.86,29477.9,160.0,247.2,4094.9,-16.7,0.0,2682.0,-20.0,399.3,93.1,511.5,510.0,4771.5,3129.3,0.0,-51.0,2458.0,6942.8,3144.8,417.6,3.600000000002183,7169613.25
2021-08-27 08:00:00+00:00,119.91,30919.1,160.0,1253.7,6488.0,-356.5,0.0,2682.0,-21.0,399.5,95.8,511.3,510.0,3797.1,3124.0,0.0,-51.0,2186.8,6942.8,2784.3,408.7,3.599999999998545,7167670.023809524
2021-08-27 09:00:00+00:00,119.87,31492.9,0.0,1855.4,7708.7,-758.0,0.0,2682.0,-23.0,399.3,92.7,511.2,510.0,3599.2,3110.5,0.0,-51.0,2217.8,6923.8,2299.8,410.9,3.600000000002183,7165726.797619048
2021-08-27 10:00:00+00:00,119.87,32601.9,0.0,2011.6,8415.7,-681.8,0.0,2867.0,-23.0,398.6,93.0,511.4,510.0,3596.1,3120.4,0.0,-51.0,2355.2,6918.8,2148.6,407.7,3.599999999998545,7163783.571428572
2021-08-27 11:00:00+00:00,119.91,33099.4,0.0,2036.7,8651.3,-675.5,0.0,2867.0,-21.0,398.8,94.3,511.7,510.0,3593.0,3112.1,0.0,-51.0,2612.4,6915.8,2132.8,407.4,3.6000000000058208,7161840.345238095
2021-08-27 12:00:00+00:00,119.87,33053.5,0.0,2042.3,8682.4,-873.5,0.0,2867.0,-40.0,399.1,94.9,512.2,510.0,3549.8,3135.8,0.0,-51.0,3098.3,6915.8,1799.3,407.5,3.6000000000058208,7159897.119047619
2021-08-27 13:00:00+00:00,107.0,32572.2,0.0,2035.3,8497.9,-1513.9,0.0,2913.0,-38.0,399.4,94.2,510.5,446.0,3395.2,3164.2,0.0,-51.0,3654.7,6910.8,1763.1,387.2,3.600000000002183,7157953.892857143
2021-08-27 14:00:00+00:00,108.72,31908.9,0.0,2024.9,8066.2,-1486.3,0.0,2913.0,-37.0,399.9,96.9,512.0,446.0,2550.5,3171.8,0.0,-51.0,4262.7,6908.8,1736.6,390.3,3.600000000002183,7156010.666666667
2021-08-27 15:00:00+00:00,106.75,31559.2,0.0,1986.6,6993.8,-1460.1,0.0,2913.0,-37.0,401.1,97.3,510.4,446.0,2617.3,3176.1,0.0,-51.0,4907.1,6911.8,1749.8,393.4,3.600000000002183,7154067.44047619
2021-08-27 16:00:00+00:00,107.7,30995.5,0.0,1906.6,5294.1,-1030.7,0.0,3052.0,-18.0,401.0,97.4,509.6,446.0,2832.5,3157.7,0.0,-51.0,5352.9,6910.8,1736.3,394.7,3.600000000002183,7152124.214285715
2021-08-27 17:00:00+00:00,119.91,30105.1,174.0,1544.9,2798.7,-238.5,0.0,3052.0,-18.0,402.5,97.9,507.6,510.0,2841.9,3203.3,0.0,-51.0,5702.7,6929.8,2212.2,431.5,3.599999999998545,7150180.988095238
2021-08-27 18:00:00+00:00,122.34,29657.4,174.0,949.4,493.7,-50.0,0.0,3052.0,-16.0,402.8,96.4,510.1,510.0,4030.1,3201.1,0.0,-52.5,5834.9,6939.8,3136.2,441.8,3.600000000002183,7148237.761904762
2021-08-27 19:00:00+00:00,124.67,30306.6,239.0,472.9,6.3,225.2,0.0,3052.0,-12.0,403.4,96.9,510.8,510.0,4575.9,3201.4,0.0,-51.0,6286.2,6942.8,3391.5,451.7,3.600000000002183,7146294.535714285
2021-08-27 20:00:00+00:00,122.95,29141.5,239.0,397.5,6.4,-118.3,0.0,3052.0,-26.0,402.7,96.8,505.4,510.0,4207.3,3205.6,0.0,-51.0,6562.5,6942.8,2756.8,448.4,3.599999999998545,7144351.30952381
2021-08-27 21:00:00+00:00,120.41,27132.3,160.0,394.5,170.2,-129.9,0.0,3052.0,-23.0,393.1,96.6,504.0,510.0,2710.0,3188.2,0.0,-51.0,6899.9,6937.8,1880.5,435.8,3.600000000002183,7142408.083333333
2021-08-27 22:00:00+00:00,128.29,26118.2,448.0,380.2,193.6,-40.2,0.0,2497.0,-23.0,401.2,87.7,502.2,252.0,1069.8,3131.0,0.0,-51.0,7388.3,6920.1,2551.3,407.4,2.599999999998545,7140464.857142857
2021-08-27 23:00:00+00:00,126.53,24782.8,448.0,351.2,193.6,-835.3,0.0,2497.0,-19.0,402.2,88.1,501.6,251.0,698.1,3125.8,0.0,-51.0,7369.8,6924.1,2438.5,396.5,2.599999999998545,7138521.630952381
2021-08-28 00:00:00+00:00,123.94,23526.0,223.0,335.2,193.6,-1284.4,0.0,2497.0,-18.0,401.5,87.7,501.5,180.0,370.0,3126.2,0.0,-51.0,7491.8,6926.1,2156.2,387.0,2.600000000002183,7136578.404761905
2021-08-28 01:00:00+00:00,122.95,22774.4,223.0,186.2,193.6,-1558.5,0.0,2497.0,-17.0,402.6,87.5,499.9,0.0,370.0,3122.9,0.0,-51.0,7436.3,6923.1,2069.0,387.2,2.600000000002183,7134635.178571428
2021-08-28 02:00:00+00:00,118.53,22246.1,78.0,105.2,193.6,-1783.1,0.0,2543.0,-17.0,409.6,87.4,501.9,0.0,370.0,3121.4,0.0,-51.0,7299.6,6923.1,2086.5,375.3,2.599999999998545,7132691.952380952
2021-08-28 03:00:00+00:00,117.14,21954.3,78.0,89.2,193.6,-1869.8,0.0,2543.0,-17.0,410.2,86.8,501.0,0.0,370.0,3123.6,0.0,-51.0,7094.2,6923.1,2102.5,374.3,2.599999999998545,7130748.726190476
2021-08-28 04:00:00+00:00,119.45,21961.9,238.0,78.2,276.7,-1688.8,0.0,2543.0,-18.0,410.2,86.3,501.0,0.0,370.0,3112.3,0.0,-51.0,6703.7,6941.1,2089.4,367.2,2.600000000002183,7128805.5
2021-08-28 05:00:00+00:00,120.27,21969.7,238.0,48.2,294.8,-1748.0,0.0,2543.0,-20.0,410.2,85.4,498.5,0.0,375.0,3119.9,0.0,-51.0,6449.2,6943.1,2383.4,397.4,2.599999999994907,7126862.273809524
2021-08-28 06:00:00+00:00,120.95,23069.5,160.0,68.2,1605.5,-1635.9,0.0,2821.0,-24.0,410.0,87.5,501.3,0.0,415.0,3126.2,0.0,-51.0,5912.9,6943.1,2330.1,397.0,2.599999999998545,7124919.047619048
2021-08-28 07:00:00+00:00,122.5,24877.7,184.8,314.1,4399.8,-1813.4,0.0,2821.0,-30.0,408.4,88.1,501.3,0.0,160.0,3096.8,0.0,-51.0,5344.4,6941.1,2081.3,428.4,2.599999999998545,7122975.821428572
2021-08-28 08:00:00+00:00,109.43,26520.9,0.0,1422.5,6630.4,-2684.8,0.0,2821.0,-34.0,403.7,85.0,500.9,0.0,345.0,3078.1,0.0,-51.0,5025.6,6934.1,1634.7,407.1,2.600000000002183,7121032.595238095
2021-08-28 09:00:00+00:00,94.5,27765.9,0.0,2061.3,7807.4,-2856.0,0.0,2821.0,-37.0,403.9,85.2,498.6,0.0,345.0,2988.7,0.0,-51.0,4884.8,6928.1,1502.1,381.2,2.600000000002183,7119089.369047619
2021-08-28 10:00:00+00:00,93.0,28712.2,0.0,2134.7,8501.0,-2977.7,0.0,3006.0,-39.0,403.3,85.8,499.3,0.0,345.0,2980.2,0.0,-51.0,5029.4,6921.1,1501.7,369.8,2.600000000002183,7117146.142857143
2021-08-28 11:00:00+00:00,96.4,29113.6,0.0,2144.3,8760.6,-2956.5,0.0,3006.0,-40.0,397.2,86.7,498.9,0.0,345.0,2998.7,0.0,-51.0,5127.3,6914.1,1499.3,380.4,2.599999999994907,7115202.916666667
2021-08-28 12:00:00+00:00,93.99,29361.4,0.0,2040.7,8830.1,-2706.2,0.0,3006.0,-38.0,377.7,87.6,494.5,0.0,160.0,3003.3,0.0,-51.0,5415.5,6893.1,1472.3,373.2,2.599999999998545,7113259.69047619
2021-08-28 13:00:00+00:00,91.02,28445.2,0.0,2032.1,8581.6,-2576.6,0.0,3006.0,-37.0,377.9,87.2,492.8,0.0,160.0,2970.0,-1288.0,-51.0,6003.3,6896.1,1438.9,349.3,2.599999999998545,7111316.464285715
2021-08-28 14:00:00+00:00,88.59,27810.9,0.0,2021.2,7951.2,-2556.2,0.0,3006.0,-34.0,378.0,87.4,494.3,0.0,70.0,2947.7,-1288.0,-51.0,6797.7,6890.1,743.1,350.8,2.600000000002183,7109373.238095238
2021-08-28 15:00:00+00:00,87.95,27501.7,0.0,2039.0,6903.3,-2648.9,0.0,3006.0,-33.0,378.1,87.4,501.4,0.0,0.0,2950.4,-1366.0,-51.0,7700.8,6885.1,793.1,353.4,2.600000000002183,7107430.011904762
2021-08-28 16:00:00+00:00,89.5,27614.6,0.0,2089.9,5175.3,-2273.8,0.0,3006.0,-33.0,403.9,86.9,500.6,0.0,0.0,2997.8,-1288.0,-51.0,8833.0,6883.1,926.8,354.5,2.599999999994907,7105486.785714285
2021-08-28 17:00:00+00:00,97.5,27314.9,0.0,1773.3,2614.2,-2482.6,0.0,3145.0,-34.0,405.6,90.2,498.7,0.0,0.0,3028.0,0.0,-51.0,9499.4,6905.1,1557.0,363.4,2.599999999998545,7103543.55952381
2021-08-28 18:00:00+00:00,117.04,26804.9,160.0,1116.5,468.3,-2125.9,0.0,3145.0,-37.0,405.7,88.9,501.1,0.0,0.0,3088.3,0.0,-60.7,10316.7,6929.1,2421.1,385.2,2.600000000002183,7101600.333333333
2021-08-28 19:00:00+00:00,125.01,27582.4,277.8,694.1,39.1,-1563.1,0.0,3145.0,-35.0,406.0,88.3,501.3,0.0,279.1,3100.9,0.0,-51.0,10692.0,6934.1,2663.6,407.6,2.6000000000058208,7099657.107142857
2021-08-28 20:00:00+00:00,123.94,26611.8,225.0,586.7,38.3,-1542.0,0.0,3145.0,-31.0,405.7,88.2,501.3,0.0,0.0,3107.5,0.0,-51.0,10628.4,6935.1,2171.6,400.4,2.600000000002183,7097713.880952381
2021-08-28 21:00:00+00:00,116.86,24959.3,160.0,576.1,461.1,-2718.1,0.0,3145.0,-26.0,396.1,87.9,500.2,0.0,0.0,3113.8,0.0,-51.0,10288.7,6914.1,1695.8,413.0,2.599999999998545,7095770.654761905
2021-08-28 22:00:00+00:00,103.0,24247.7,240.0,407.5,6.9,-2452.0,0.0,2497.0,-22.0,388.8,93.1,504.6,252.0,0.0,3048.6,0.0,-51.0,10159.4,6919.6,1914.0,338.6,2.600000000002183,7093827.428571428
2021-08-28 23:00:00+00:00,93.11,23008.1,0.0,343.5,6.9,-2255.3,0.0,2497.0,-19.0,390.3,93.2,503.9,251.0,0.0,2967.4,-114.9,-51.0,9347.7,6920.6,1814.4,309.8,2.599999999994907,7091884.202380952
2021-08-29 00:00:00+00:00,93.08,21899.8,0.0,248.5,5.0,-2037.3,0.0,2497.0,-17.0,390.4,90.0,502.3,180.0,0.0,2965.4,-528.7,-51.0,8621.9,6926.6,1794.8,309.3,2.600000000002183,7089940.976190476
2021-08-29 01:00:00+00:00,93.08,21192.3,0.0,149.5,5.0,-1865.2,0.0,2450.0,-17.0,392.1,90.1,500.8,0.0,0.0,2966.6,-536.3,-51.0,8058.7,6932.6,1804.5,309.3,2.599999999998545,7087997.75
2021-08-29 02:00:00+00:00,93.08,20732.4,0.0,105.7,5.0,-1787.6,0.0,2450.0,-16.0,395.1,90.3,502.8,0.0,0.0,2965.9,-477.0,-51.0,7491.4,6934.6,1809.9,310.7,2.599999999998545,7086054.523809524
2021-08-29 03:00:00+00:00,93.11,20600.6,0.0,88.7,5.0,-1793.4,0.0,2450.0,-17.0,396.7,90.1,503.4,0.0,0.0,2962.7,-2.8,-51.0,6906.1,6935.6,1813.1,310.8,2.600000000002183,7084111.297619048
2021-08-29 04:00:00+00:00,101.79,20649.3,240.0,56.7,9.5,-1816.1,0.0,2450.0,-18.0,397.8,92.3,503.3,0.0,0.0,3058.1,0.0,-51.0,6406.1,6938.6,2052.1,327.3,2.599999999998545,7082168.071428572
2021-08-29 05:00:00+00:00,102.6,20497.6,240.0,32.9,44.3,-1747.8,0.0,2450.0,-19.0,401.8,92.8,482.8,0.0,0.0,3058.7,0.0,-51.0,5987.3,6942.6,2207.8,371.8,2.599999999998545,7080224.845238095
2021-08-29 06:00:00+00:00,102.44,21139.3,240.0,47.9,1153.8,-1706.7,0.0,2775.0,-22.0,402.6,93.3,457.6,0.0,0.0,3071.5,0.0,-51.0,5118.2,6941.6,2249.8,365.1,2.599999999998545,7078281.619047619
2021-08-29 07:00:00+00:00,105.98,22357.8,240.0,353.3,3759.7,-1936.0,0.0,2775.0,-27.0,401.9,93.7,457.6,0.0,0.0,3046.7,0.0,-51.0,3887.3,6938.6,2042.4,373.0,2.599999999994907,7076338.392857143
2021-08-29 08:00:00+00:00,93.1,23921.2,0.0,1416.7,6062.5,-2205.5,0.0,2775.0,-31.0,394.0,93.6,457.2,0.0,0.0,2951.1,-289.3,-51.0,3224.7,6936.6,1828.3,355.7,2.599999999994907,7074395.166666667
2021-08-29 09:00:00+00:00,93.06,24636.1,0.0,1946.0,7462.0,-2534.0,0.0,2775.0,-33.0,394.1,94.0,454.9,0.0,0.0,2971.8,-827.8,-51.0,2909.8,6932.6,1782.9,356.2,2.599999999994907,7072451.94047619
2021-08-29 10:00:00+00:00,93.08,25540.6,0.0,2060.7,8151.2,-2749.8,0.0,2960.0,-35.0,393.4,95.0,455.6,0.0,0.0,2930.7,-432.0,-51.0,2668.3,6930.6,1810.7,349.6,2.600000000002183,7070508.714285715
2021-08-29 11:00:00+00:00,96.97,26367.9,0.0,2102.9,8398.1,-2768.6,0.0,2960.0,-37.0,393.3,94.9,455.9,0.0,0.0,2971.0,0.0,-51.0,2762.4,6929.6,1794.6,359.2,2.600000000002183,7068565.488095238
2021-08-29 12:00:00+00:00,99.44,26579.3,0.0,2084.0,8394.4,-2523.5,0.0,2867.0,-35.0,389.1,94.7,456.4,0.0,0.0,3002.8,0.0,-51.0,2820.9,6924.6,1793.3,359.0,2.599999999998545,7066622.261904762
2021-08-29 13:00:00+00:00,93.08,26217.5,0.0,2060.5,8114.7,-2265.4,0.0,2867.0,-33.0,389.4,94.5,454.7,0.0,0.0,2969.3,-578.8,-51.0,3159.5,6918.6,1768.2,346.7,2.599999999998545,7064679.035714285
2021-08-29 14:00:00+00:00,93.06,25911.6,0.0,2046.9,7469.6,-2068.3,0.0,2867.0,-31.0,389.6,94.3,456.2,0.0,0.0,2970.3,-986.6,-51.0,3669.6,6917.6,1818.3,346.5,2.599999999994907,7062735.80952381
2021-08-29 15:00:00+00:00,93.06,25734.0,0.0,2039.3,6419.0,-1927.3,0.0,2867.0,-31.0,389.6,94.4,456.3,0.0,0.0,2975.7,-867.8,-51.0,4294.8,6915.6,1808.4,348.4,2.599999999998545,7060792.583333333
2021-08-29 16:00:00+00:00,93.8,25652.6,80.0,1951.3,4767.6,-1985.6,0.0,2867.0,-31.0,389.5,94.2,455.5,0.0,0.0,2959.9,0.0,-51.0,5067.0,6913.6,1823.4,348.6,2.599999999998545,7058849.357142857
2021-08-29 17:00:00+00:00,111.97,24987.9,240.0,1589.5,2452.2,-2191.9,0.0,3006.0,-32.0,391.2,97.7,453.6,0.0,366.6,3046.7,0.0,-51.0,6351.8,6920.6,1964.2,380.1,2.600000000002183,7056906.130952381
2021-08-29 18:00:00+00:00,125.53,25467.9,370.0,993.8,447.0,-1617.5,0.0,3006.0,-33.0,403.9,95.4,457.6,0.0,1110.2,3039.7,0.0,-51.0,7388.5,6901.6,2569.6,383.5,2.600000000002183,7054962.904761905
2021-08-29 19:00:00+00:00,128.41,27016.1,370.0,634.4,40.0,-1294.4,0.0,3006.0,-34.0,404.1,95.5,457.7,0.0,2086.4,3049.5,0.0,-51.0,8034.6,6916.6,2891.6,406.5,2.599999999998545,7053019.678571428
2021-08-29 20:00:00+00:00,127.39,26398.1,370.0,586.5,37.8,-1433.4,0.0,3006.0,-30.0,403.7,94.8,457.8,0.0,1484.8,3064.8,0.0,-51.0,8190.9,6920.6,2891.7,400.5,2.599999999994907,7051076.452380952
2021-08-29 21:00:00+00:00,125.6,25143.7,370.0,559.9,37.8,-1970.0,0.0,3006.0,-25.0,394.2,94.6,456.6,0.0,1122.6,3067.0,0.0,-51.0,8060.1,6928.6,2708.2,381.5,2.599999999998545,7049133.226190476
2021-08-29 22:00:00+00:00,122.81,23998.4,305.0,549.8,98.5,-1604.7,0.0,2350.0,-23.0,393.9,92.0,458.9,510.0,1719.0,3054.3,0.0,-51.0,6906.9,6931.9,1949.9,354.4,2.599999999998545,7047190.0
2021-08-29 23:00:00+00:00,117.41,22974.7,240.0,496.9,85.6,-2078.8,0.0,2350.0,-20.0,394.7,92.1,458.3,510.0,1484.6,3060.9,0.0,-51.0,6772.4,6937.9,1892.6,345.9,2.600000000002183,7045623.196428572
2021-08-30 00:00:00+00:00,112.31,21969.6,0.0,406.9,38.7,-2107.3,0.0,2350.0,-19.0,394.1,92.1,458.2,446.0,1487.0,3061.3,0.0,-51.0,6229.5,6938.9,1903.0,338.6,2.599999999998545,7044056.392857143
